geometry,jul_2018,aug_2018,sep_2018,oct_2018,nov_2018,dec_2018,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,change_jul_2018_2019_magnitude,change_aug_2018_2019_magnitude,change_sep_2018_2019_magnitude,change_oct_2018_2019_magnitude,change_nov_2018_2019_magnitude,change_dec_2018_2019_magnitude,change_jan_2019_2020_magnitude,change_feb_2019_2020_magnitude,change_mar_2019_2020_magnitude,change_apr_2019_2020_magnitude,change_may_2019_2020_magnitude,change_jun_2019_2020_magnitude,change_jul_2019_2020_magnitude,change_jul_2018_2019_percent,change_aug_2018_2019_percent,change_sep_2018_2019_percent,change_oct_2018_2019_percent,change_nov_2018_2019_percent,change_dec_2018_2019_percent,change_jan_2019_2020_percent,change_feb_2019_2020_percent,change_mar_2019_2020_percent,change_apr_2019_2020_percent,change_may_2019_2020_percent,change_jun_2019_2020_percent,change_jul_2019_2020_percent
"POLYGON ((126.8852453317915 33.83292686424051, 126.8158821409532 33.71278629353367, 126.677155759277 33.71278629353367, 126.607792568439 33.83292686424051, 126.677155759277 33.95306743494729, 126.8158821409532 33.95306743494729, 126.8852453317915 33.83292686424051))",2.263714310056049e-05,2.49807926562912e-05,2.798190871436771e-05,4.151465382466287e-05,5.189686932631754e-05,3.868899169746835e-05,4.0787266680189536e-05,3.9968779491819386e-05,3.2387805024584076e-05,3.558174776389153e-05,3.290251816142329e-05,2.7358034789840166e-05,2.706057913107341e-05,2.74388617524256e-05,3.2751878566580915e-05,3.9385479896335645e-05,5.218561531573266e-05,4.564968228886291e-05,4.410235429890896e-05,3.019332431669721e-05,3.25687852969214e-05,2.409120891980485e-05,2.3408774207809224e-05,2.9692375868908538e-05,3.106884766831012e-05,4.4234360305129194e-06,2.4580690961343987e-06,4.769969852213206e-06,-2.129173928327225e-06,2.8874598941511914e-07,6.960690591394557e-06,3.315087618719427e-06,-9.775455175122176e-06,1.8098027233732415e-07,-1.1490538844086677e-05,-9.493743953614067e-06,2.334341079068372e-06,4.0082685372367075e-06,19.540610804388102,9.839836269228048,17.04662073235911,-5.12872861067273,0.5563842157790673,17.99139829185581,8.127751351206802,-24.45772750484655,0.5587914099147826,-32.29335141245454,-28.85415610755608,8.53256126399571,14.812205303596219
"POLYGON ((127.0933349043059 33.95306743494729, 127.0239717134676 33.83292686424051, 126.8852453317915 33.83292686424051, 126.8158821409532 33.95306743494729, 126.8852453317915 34.0732080056539, 127.0239717134676 34.0732080056539, 127.0933349043059 33.95306743494729))",2.166847633343883e-05,2.3254654333245445e-05,2.9267392699234238e-05,4.198002468163236e-05,5.1956055271191394e-05,4.45405177710729e-05,4.31510136286105e-05,4.2164360318177664e-05,3.3973858540262844e-05,3.5617260073281786e-05,3.4004869024067756e-05,2.6276188186177443e-05,2.6302866357788078e-05,2.539520003192394e-05,3.113488998182586e-05,4.0637146003765966e-05,5.122557113876108e-05,4.463917241558334e-05,4.45382835781745e-05,3.238423703716417e-05,3.02061388537267e-05,2.3582253433847613e-05,2.3928814598031734e-05,2.7386849007359237e-05,2.9738970099213375e-05,4.634390024349246e-06,2.140545698678495e-06,1.867497282591625e-06,-1.342878677866397e-06,-7.304841324303136e-07,9.865464451043964e-08,1.3872699495639964e-06,-9.780123281013495e-06,-3.7677196865361447e-06,-1.2035006639434173e-05,-1.0076054426036021e-05,1.110660821181793e-06,3.436103741425297e-06,21.387706052951437,9.204805489704986,6.380811921932788,-3.198851568217277,-1.4059653463248059,0.22149415733669686,3.2149185683188497,-23.195236942316765,-11.090055261373898,-33.789815989979,-29.631210809559228,4.22687192416309,13.063609473907748
"POLYGON ((127.3014244768203 33.83292686424051, 127.2320612859821 33.71278629353367, 127.0933349043058 33.71278629353367, 127.0239717134676 33.83292686424051, 127.0933349043058 33.95306743494729, 127.2320612859821 33.95306743494729, 127.3014244768203 33.83292686424051))",2.0216039260529612e-05,2.2401537748602034e-05,3.065990754733592e-05,4.301022338548697e-05,5.0239190403166335e-05,4.7448684434845934e-05,4.422790685649213e-05,3.823763289315346e-05,3.1831013624710464e-05,3.482840608737476e-05,3.380992300382316e-05,2.6047878640276293e-05,2.6480332115587582e-05,2.553039514890957e-05,3.052936112296548e-05,4.121647490907629e-05,4.859532725319621e-05,3.954295188299577e-05,5.5206210889601626e-05,3.2764147172772037e-05,2.9875831065393692e-05,2.2368569885317447e-05,2.391989032476274e-05,3.0122541748275533e-05,3.0352536008106264e-05,6.26429285505797e-06,3.128857400307536e-06,-1.305464243704394e-07,-1.79374847641068e-06,-1.6438631499701226e-06,-7.905732551850167e-06,1.0978304033109495e-05,-5.473485720381423e-06,-1.955182559316772e-06,-1.2459836202057311e-05,-9.890032679060421e-06,4.074663107999241e-06,3.872203892518682e-06,30.986746584374508,13.967154556176805,-0.4257887084913364,-4.170516531229987,-3.2720733291643924,-16.661647516710197,24.822119818446733,-14.314394763075056,-6.1423823393388925,-35.774925130937824,-29.251863951130787,15.642974862831366,14.622943079476405
"POLYGON ((127.5095140493346 33.95306743494729, 127.4401508584964 33.83292686424051, 127.3014244768203 33.83292686424051, 127.2320612859821 33.95306743494729, 127.3014244768203 34.0732080056539, 127.4401508584964 34.0732080056539, 127.5095140493346 33.95306743494729))",2.131466297913497e-05,2.2216987870095085e-05,3.180472887709642e-05,4.336090103922005e-05,5.382412897513873e-05,5.543281512175786e-05,4.769042453468293e-05,4.702256495766345e-05,3.17296047162635e-05,3.249371563530185e-05,3.407114832301775e-05,2.7084048794105733e-05,2.5679365709261068e-05,2.6289904500226598e-05,3.197189966765384e-05,4.180390636618296e-05,5.153036033712388e-05,4.535543516066587e-05,5.5262075570314574e-05,3.559948082398343e-05,2.9169854403397433e-05,2.5099217369422505e-05,2.5561765947295055e-05,3.067809091800691e-05,3.154801825466924e-05,4.364702730126098e-06,4.072916630131513e-06,1.671707905574239e-07,-1.5569946730370883e-06,-2.2937686380148492e-06,-1.0077379961091987e-05,7.57165103563164e-06,-1.1423084133680019e-05,-2.559750312866068e-06,-7.394498265879342e-06,-8.509382375722691e-06,3.5940421239011755e-06,5.8686525454081694e-06,20.477465369256496,18.332442966374458,0.5256161472195691,-3.5907802553013894,-4.2615991780830065,-18.179448290614648,15.876669393297485,-24.292771234331305,-8.067387967030136,-22.756702707910097,-24.97533189972917,13.269958827881535,22.85357283296014
"POLYGON ((127.7176036218491 33.83292686424051, 127.6482404310109 33.71278629353367, 127.5095140493346 33.71278629353367, 127.4401508584964 33.83292686424051, 127.5095140493346 33.95306743494729, 127.6482404310109 33.95306743494729, 127.7176036218491 33.83292686424051))",2.1453068138716792e-05,2.0719945119846323e-05,2.6935045159714363e-05,4.35620824572759e-05,5.375991686667242e-05,5.040079167791027e-05,4.65718740321143e-05,5.670549387546876e-05,2.907112566334204e-05,3.343402434266523e-05,3.40103181786335e-05,2.7429810206801864e-05,2.4922217962131125e-05,2.7092082182368652e-05,3.035769462313465e-05,3.9810790966300154e-05,5.421642796355351e-05,4.375996515310003e-05,5.312264491112697e-05,4.0576437369971626e-05,3.138884509967756e-05,2.5634477316330767e-05,2.464138748644095e-05,3.088048451551315e-05,2.9348729522084422e-05,3.4691498234143325e-06,6.372137062522328e-06,3.422649463420288e-06,-3.751291490975744e-06,4.56511096881089e-07,-6.6408265248102405e-06,6.550770879012666e-06,-1.6129056505497134e-05,2.3177194363355195e-06,-7.799547026334465e-06,-9.36893069219255e-06,3.4506743087112843e-06,4.4265115599532975e-06,16.170879619561205,30.753638707367337,12.70704928514248,-8.611368601707401,0.8491662998907937,-13.176036136989472,14.065937897400238,-28.44355176752052,7.972582359471912,-23.328172960565343,-27.54731856074915,12.580015256013724,17.76130666491764
"POLYGON ((127.9256931943635 33.95306743494729, 127.8563300035253 33.83292686424051, 127.7176036218491 33.83292686424051, 127.6482404310108 33.95306743494729, 127.7176036218491 34.0732080056539, 127.8563300035253 34.0732080056539, 127.9256931943635 33.95306743494729))",2.1815493445355083e-05,2.229059206930901e-05,2.812888753108722e-05,4.468155550335965e-05,5.4043124911692125e-05,5.513111735865981e-05,5.6313935052545606e-05,5.7195430538082e-05,3.2545122959011456e-05,3.868709180779236e-05,3.392126896904354e-05,2.9129684103414676e-05,2.521247394360214e-05,2.831923313361285e-05,3.4251795556059846e-05,4.143551224491274e-05,6.192936894744044e-05,4.375866486291479e-05,5.367069165805389e-05,3.975454589995229e-05,3.5570327467657245e-05,3.055589694891472e-05,2.4861051170606995e-05,3.208912695740962e-05,3.073764548807813e-05,3.3969804982470567e-06,6.028641064303838e-06,6.122908024972626e-06,-3.2460432584469098e-06,7.886244035748314e-06,-1.1372452495745021e-05,-2.643243394491717e-06,-1.7440884638129713e-05,3.025204508645789e-06,-8.131194858877637e-06,-9.060217798436544e-06,2.9594428539949472e-06,5.52517154447599e-06,15.571412614415722,27.04567489979068,21.767330891439514,-7.2648394217225425,14.592501911454308,-20.628010170301174,-4.693764326760952,-30.493493053640325,9.295415821460699,-21.017849827729492,-26.709548533413873,10.159543246292985,21.914436309722177
"POLYGON ((128.1337827668777 33.83292686424051, 128.0644195760398 33.71278629353367, 127.9256931943635 33.71278629353367, 127.8563300035253 33.83292686424051, 127.9256931943635 33.95306743494729, 128.0644195760398 33.95306743494729, 128.1337827668777 33.83292686424051))",2.0037093758970844e-05,2.0909788041677126e-05,2.430170145412307e-05,4.2951390686305745e-05,6.434379026826267e-05,5.719208208395297e-05,5.434386268674839e-05,4.671616903043418e-05,3.1432330377068395e-05,3.397364589575546e-05,3.552552291605774e-05,2.7991835775412582e-05,2.5339564041917016e-05,2.4676226952262182e-05,3.50742582036069e-05,3.9872684917509664e-05,5.478153914595375e-05,4.5805624085727635e-05,5.4167868840611265e-05,4.039007362519778e-05,3.420405713009596e-05,2.9657063141476206e-05,2.319002969106115e-05,2.7829006782862447e-05,2.5744556593437223e-05,5.302470282946172e-06,3.7664389105850558e-06,1.077255674948383e-05,-3.07870576879608e-06,-9.562251122308923e-06,-1.1386457998225332e-05,-1.7599384613712575e-07,-6.326095405236398e-06,2.7717267530275676e-06,-4.316582754279254e-06,-1.2335493224996591e-05,-1.628289925501357e-07,4.0499255152020626e-07,26.46327030621491,18.01280291831671,44.328405440336525,-7.1678837858390185,-14.8611871983946,-19.90915102812835,-0.323852294327325,-13.541554319480129,8.818075910304424,-12.705680066025979,-34.72290402070585,-0.5817017285202892,1.5982617177243565
"POLYGON ((128.3418723393921 33.95306743494729, 128.2725091485541 33.83292686424051, 128.1337827668777 33.83292686424051, 128.0644195760398 33.95306743494729, 128.1337827668777 34.0732080056539, 128.2725091485541 34.0732080056539, 128.3418723393921 33.95306743494729))",2.0537789116172268e-05,2.1019082595093454e-05,2.3462789638099557e-05,4.690144303624393e-05,7.056093084891401e-05,7.047161646050762e-05,6.996304609391848e-05,4.901225429764504e-05,3.434308967579724e-05,3.6747188459695257e-05,3.59765135689315e-05,2.787421532183788e-05,2.6404729536191514e-05,2.4471717637775407e-05,3.391546238491774e-05,4.280094095296832e-05,6.176638134001664e-05,4.977825076348794e-05,5.984945931033148e-05,4.393356411632561e-05,3.666930210092009e-05,3.3403229627617605e-05,2.4728650179858125e-05,3.0528678744654485e-05,2.6339411439037743e-05,5.8669404200192465e-06,3.4526350426819535e-06,1.0452672746818181e-05,-4.100502083275615e-06,-8.794549508897367e-06,-2.0693365697019684e-05,-1.0113586783587007e-05,-5.078690181319432e-06,2.3262124251228523e-06,-3.343958832077651e-06,-1.1247863389073373e-05,2.654463422816606e-06,-6.531809715377114e-08,28.566562772812702,16.42619285148017,44.54999984249455,-8.742805802599461,-12.463766284104686,-29.36411386081412,-14.45561242432257,-10.36208240999732,6.773451215608637,-9.099903889913493,-31.264461931594095,9.523006808148544,-0.24737271807402234
"POLYGON ((128.5499619119066 33.83292686424051, 128.4805987210684 33.71278629353367, 128.3418723393921 33.71278629353367, 128.2725091485541 33.83292686424051, 128.3418723393921 33.95306743494729, 128.4805987210684 33.95306743494729, 128.5499619119066 33.83292686424051))",1.8118874061256212e-05,1.9610616702013435e-05,2.27703607853398e-05,4.6216662781959604e-05,6.18609586936372e-05,6.74131392922625e-05,6.277060993043846e-05,4.080030939779375e-05,3.443509927037759e-05,3.266482312675796e-05,3.257366610648104e-05,2.5312523071756584e-05,2.2904682745484212e-05,2.2341385194571635e-05,2.7540720064676834e-05,3.940045796673146e-05,5.259142730248149e-05,4.8468902037790495e-05,5.714397924398361e-05,4.3230073634623726e-05,3.1041911587065446e-05,2.714435181126669e-05,2.2115449858872786e-05,2.5690126273554326e-05,2.5299252529945075e-05,4.785808684228e-06,2.7307684925582005e-06,4.770359279337035e-06,-6.816204815228143e-06,-9.269531391155717e-06,-1.8944237254472003e-05,-5.626630686454847e-06,2.429764236829975e-06,-3.393187683312142e-06,-5.520471315491272e-06,-1.045821624760825e-05,3.7760320179774205e-07,2.3945697844608626e-06,26.413388977969372,13.924949602823203,20.94986251780572,-14.748370836262126,-14.984461261039506,-28.101698650082557,-8.9637980142143,5.955259341639607,-9.8538635148675,-16.9003557560031,-32.10635306882889,1.4917643757886279,10.454498807380187
"POLYGON ((128.7580514844209 33.95306743494729, 128.6886882935829 33.83292686424051, 128.5499619119066 33.83292686424051, 128.4805987210684 33.95306743494729, 128.5499619119066 34.0732080056539, 128.6886882935829 34.0732080056539, 128.7580514844209 33.95306743494729))",1.9391756514542862e-05,1.894591567428565e-05,2.2527286775244274e-05,4.926319917615979e-05,6.13002506989488e-05,6.777223056169352e-05,6.389082807847786e-05,4.832119684746364e-05,3.790478668621425e-05,3.194050535427305e-05,3.4565523084055344e-05,2.4206599820888442e-05,2.099857271081366e-05,2.1821980706323225e-05,2.6976635163756887e-05,3.937483128191008e-05,5.684317304778671e-05,5.950699646276944e-05,6.464722148336274e-05,4.7329436903566474e-05,3.354344446935811e-05,2.8201860533339363e-05,2.2992630018450454e-05,2.6054052099444352e-05,2.2469045104521786e-05,1.6068161962707984e-06,2.8760650320375766e-06,4.449348388512613e-06,-9.88836789424971e-06,-4.457077651162086e-06,-8.26523409892408e-06,7.563934048848854e-07,-9.917599438971693e-07,-4.3613422168561384e-06,-3.738644820933689e-06,-1.157289306560489e-05,1.8474522785559098e-06,1.4704723937081262e-06,8.286078649274321,15.180396036181651,19.750928875296687,-20.07252484535158,-7.2708962856468675,-12.195605826194818,1.1838841781105083,-2.0524324905028224,-11.50604606473708,-11.705027141762262,-33.481029745918484,7.632018921392255,7.002725442148147
"POLYGON ((128.9661410569353 33.83292686424051, 128.8967778660973 33.71278629353367, 128.7580514844209 33.71278629353367, 128.6886882935829 33.83292686424051, 128.7580514844209 33.95306743494729, 128.8967778660973 33.95306743494729, 128.9661410569353 33.83292686424051))",1.6387646360512392e-05,1.7876778628453952e-05,2.1881818310233366e-05,4.000581279573538e-05,5.084453677121985e-05,5.115814276503942e-05,5.7822201805425164e-05,4.929155447173394e-05,3.331367003026349e-05,2.7273616939875398e-05,3.1623183915525975e-05,2.1605826155241627e-05,1.8318695109613366e-05,1.900696527592502e-05,2.3460177636458246e-05,3.568715008273559e-05,5.647372967235959e-05,5.0964387668676215e-05,5.751512435697899e-05,4.246527267918151e-05,3.0325388097627144e-05,2.5534115869080213e-05,2.0933170445662115e-05,2.269302671493356e-05,1.8551895271837966e-05,1.9310487491009735e-06,1.13018664747107e-06,1.5783593262248797e-06,-4.318662712999788e-06,5.62919290113974e-06,-1.9375509636320636e-07,-3.070774484461707e-07,-6.8262817925524326e-06,-2.9882819326363444e-06,-1.739501070795185e-06,-1.069001346986386e-05,1.0872005596919331e-06,2.332001622246002e-07,11.78356370780627,6.322093431711375,7.213108635888527,-10.795088041456209,11.071382017833823,-0.37873754966651213,-0.5310718700742371,-13.848785792436184,-8.970137273742784,-6.377962536578517,-33.804355369211905,5.031978651870137,1.273017323718764
"POLYGON ((129.1742306294498 33.95306743494729, 129.1048674386116 33.83292686424051, 128.9661410569354 33.83292686424051, 128.8967778660973 33.95306743494729, 128.9661410569354 34.0732080056539, 129.1048674386116 34.0732080056539, 129.1742306294498 33.95306743494729))",1.7528900501624307e-05,1.7195793685365847e-05,1.9075491857972746e-05,3.998465757839993e-05,5.186140569931068e-05,5.6590869689979624e-05,5.9198698194872676e-05,4.907920646455827e-05,3.207510719818327e-05,2.783973065247386e-05,3.151819144056862e-05,2.1560304882386603e-05,1.7882710857632102e-05,2.0852386825047332e-05,2.346643743875207e-05,3.582373994220616e-05,5.387162921271266e-05,5.19070176506467e-05,6.539901423374117e-05,4.52738923706736e-05,2.9431669939076236e-05,2.6744609633405894e-05,2.3436154718254573e-05,2.2477555461726638e-05,1.822757180103069e-05,3.5381035600779586e-07,3.656593139681485e-06,4.390945580779323e-06,-4.160917636193771e-06,2.010223513401983e-06,-4.683852039332923e-06,6.200316038868491e-06,-3.805314093884665e-06,-2.6434372591070367e-06,-1.095121019067965e-06,-8.082036722314044e-06,9.172505793400347e-07,3.448609433985893e-07,2.018440095401364,21.264462731914254,23.018780398808403,-10.406285530982103,3.8761454424454644,-8.276692097139266,10.473737139384449,-7.753414058625029,-8.241398049814656,-3.933662407652108,-25.64245076546891,4.254348833857957,1.9284600983827196
"POLYGON ((129.3823202019643 33.83292686424051, 129.3129570111261 33.71278629353367, 129.1742306294498 33.71278629353367, 129.1048674386116 33.83292686424051, 129.1742306294498 33.95306743494729, 129.3129570111261 33.95306743494729, 129.3823202019643 33.83292686424051))",1.6882261188808248e-05,1.851125226054611e-05,2.131529203043916e-05,3.2925868887793794e-05,4.609233508959132e-05,5.6215083224893804e-05,4.9606771110728173e-05,4.972791887854236e-05,3.229447742135437e-05,2.7628585027033498e-05,2.7973858887580955e-05,2.1658837539613647e-05,1.7894363740763003e-05,1.948670509803267e-05,2.2035482395742734e-05,3.5003312660067985e-05,4.773472740516209e-05,4.8509665370725706e-05,5.179802556033303e-05,3.924443381015693e-05,2.6262685881640522e-05,2.1610742720498698e-05,2.1768869414615454e-05,2.2613773542810554e-05,1.5258621692974026e-05,1.0121025519547548e-06,9.754528374865604e-07,7.201903653035749e-07,2.077443772274191e-06,1.6423923155707722e-06,-7.705417854168098e-06,2.1912544496048594e-06,-1.048348506838543e-05,-6.031791539713847e-06,-6.0178423065348e-06,-6.2049894729655005e-06,9.549360031969074e-07,-2.6357420477889762e-06,5.995065119746564,5.269512963018651,3.378749698925597,6.309457707414781,3.56326558934017,-13.70702916749556,4.417248695170505,-21.081688726992077,-18.67747064309327,-21.78121789677819,-22.181385478140868,4.4089901013863075,-14.72945384352956
"POLYGON ((129.5904097744785 33.95306743494729, 129.5210465836404 33.83292686424051, 129.3823202019643 33.83292686424051, 129.3129570111261 33.95306743494729, 129.3823202019643 34.0732080056539, 129.5210465836404 34.0732080056539, 129.5904097744785 33.95306743494729))",1.7486058304232456e-05,1.959903259742019e-05,2.1982773578437182e-05,3.321692170409529e-05,4.830815310897221e-05,5.9602586866009954e-05,5.3070257139358734e-05,6.138272814721539e-05,3.209511810494365e-05,2.8155657463431886e-05,2.8532925589809466e-05,2.280605044152563e-05,1.8739265161990385e-05,2.2858328642966333e-05,2.2732374007805983e-05,3.529365230783407e-05,4.871184846421614e-05,5.1671820589218056e-05,4.576730022292078e-05,4.03966559259532e-05,2.77526756727465e-05,2.211570855226096e-05,2.1901768425446764e-05,2.378381434828418e-05,1.597872462898156e-05,1.2532068577579292e-06,3.259296045546144e-06,7.496004293688009e-07,2.0767306037387814e-06,4.0369535524392795e-07,-7.930766276791897e-06,-7.3029569164379535e-06,-2.0986072221262193e-05,-4.342442432197148e-06,-6.039948911170927e-06,-6.631157164362702e-06,9.777639067585497e-07,-2.7605405330088257e-06,7.166891679953931,16.62988226253149,3.409944731014657,6.2520260674328005,0.8356671271064389,-13.306077292619388,-13.760922426399604,-34.18888807113768,-13.529915727365015,-21.45199031141615,-23.240368897646512,4.287300465573913,-14.731316885403503
"POLYGON ((129.7984993469929 33.83292686424051, 129.7291361561547 33.71278629353367, 129.5904097744785 33.71278629353367, 129.5210465836404 33.83292686424051, 129.5904097744785 33.95306743494729, 129.7291361561547 33.95306743494729, 129.7984993469929 33.83292686424051))",1.8639113871373514e-05,2.2681952413516643e-05,2.498656834978501e-05,2.7817829351244616e-05,4.487310966382802e-05,5.3077240495877885e-05,5.403492123676942e-05,5.274883278684156e-05,3.126591301360235e-05,2.7743277557739482e-05,2.9196866798646683e-05,2.391363514952963e-05,1.975329943904322e-05,2.3891422615438368e-05,2.131347124178085e-05,3.288076775253703e-05,4.758103965319425e-05,4.999386595006417e-05,4.778856720227735e-05,3.590650239945476e-05,2.6826930911172255e-05,1.9738032382003718e-05,2.2973527779058425e-05,2.2652202909911894e-05,1.4784636051092307e-05,1.1141855676697067e-06,1.209470201921725e-06,-3.6730971080041603e-06,5.062938401292415e-06,2.70792998936623e-06,-3.0833745458137135e-06,-6.246354034492072e-06,-1.68423303873868e-05,-4.438982102430095e-06,-8.005245175735764e-06,-6.223339019588259e-06,-1.2614322396177353e-06,-4.968663387950915e-06,5.97767455769936,5.332301998839292,-14.700286396214004,18.200335969297658,6.034638583447847,-5.809221649443468,-11.559846653836859,-31.92929492003508,-14.19751312075518,-28.854720423984503,-21.315092001161986,-5.274949758705117,-25.15358714266308
"POLYGON ((130.0065889195074 33.95306743494729, 129.9372257286691 33.83292686424051, 129.7984993469929 33.83292686424051, 129.7291361561547 33.95306743494729, 129.7984993469929 34.0732080056539, 129.9372257286691 34.0732080056539, 130.0065889195074 33.95306743494729))",1.90925898951914e-05,2.2674500141770843e-05,2.8132511797773257e-05,3.1428155108333476e-05,4.741300726131487e-05,6.102453106199837e-05,5.3832749764026576e-05,5.989383894887701e-05,3.310505141532043e-05,2.7148588254536928e-05,3.1746792707834125e-05,2.473771159157485e-05,2.16008890123861e-05,2.3878731568604775e-05,2.1442772017580908e-05,3.4805410215875736e-05,5.255853480607051e-05,5.324782325491868e-05,5.304476574063676e-05,4.0779512683441115e-05,2.6761729344390655e-05,2.0036565791679864e-05,2.2706659062004935e-05,2.4731749176935943e-05,1.7162284471414e-05,2.508299117194701e-06,1.2042314268339316e-06,-6.689739780192349e-06,3.37725510754226e-06,5.145527544755641e-06,-7.776707807079693e-06,-7.879840233898148e-07,-1.9114326265435892e-05,-6.343322070929774e-06,-7.112022462857064e-06,-9.04013364582919e-06,-5.9624146389066325e-09,-4.438604540972099e-06,13.137553003358823,5.310950271470386,-23.779390295045943,10.745954052666452,10.852565238893778,-12.743576512171611,-1.4637632794979027,-31.91367693386814,-19.161190814505723,-26.19665669602006,-28.475738412461315,-0.024102531136862743,-20.54824937263912
"POLYGON ((130.2146784920217 33.83292686424051, 130.1453153011836 33.71278629353367, 130.0065889195074 33.71278629353367, 129.9372257286691 33.83292686424051, 130.0065889195074 33.95306743494729, 130.1453153011836 33.95306743494729, 130.2146784920217 33.83292686424051))",2.2344199291349e-05,2.4122162716607787e-05,2.89730060849456e-05,3.528435104807121e-05,5.203635070196817e-05,6.18775199596192e-05,5.120112461377712e-05,4.940541903881953e-05,3.993195936167705e-05,2.8850714943936454e-05,3.519116042911368e-05,2.583901373486531e-05,2.386676305552329e-05,2.6018528344125466e-05,2.6055628541689437e-05,3.5984155992505906e-05,5.166603225161586e-05,5.051771912265503e-05,5.384623798985851e-05,3.5224351779251264e-05,2.676454674511342e-05,1.812651004079888e-05,2.475871035694311e-05,2.7015519745665022e-05,2.1316316648040366e-05,1.5225637641742905e-06,1.8963656275176795e-06,-2.917377543256162e-06,6.998049444346962e-07,-3.703184503523152e-07,-1.1359800836964171e-05,2.6451133760813902e-06,-1.4181067259568268e-05,-1.3167412616563629e-05,-1.0724204903137573e-05,-1.043245007217057e-05,1.1765060107997118e-06,-2.5504464074829236e-06,6.814134372511532,7.861507485031834,-10.06929531130715,1.983329503442718,-0.7116533833690006,-18.358526399211687,5.166123588171435,-28.703465197665295,-32.97462189947152,-37.171366200030604,-29.645086848400126,4.5532156253015925,-10.686184806668598
"POLYGON ((130.4227680645361 33.95306743494729, 130.3534048736979 33.83292686424051, 130.2146784920217 33.83292686424051, 130.1453153011836 33.95306743494729, 130.2146784920217 34.0732080056539, 130.3534048736979 34.0732080056539, 130.4227680645361 33.95306743494729))",2.3680099288505982e-05,2.6952657116358782e-05,3.2933418732188664e-05,3.494285305545369e-05,5.6061679334394847e-05,5.636569220206949e-05,5.078245042485379e-05,5.3234758122696604e-05,4.1210938469590546e-05,3.377456350321263e-05,3.802456620008183e-05,2.8818514672085306e-05,2.4221583097162305e-05,2.9467092185265553e-05,2.9500910147135706e-05,3.527496428294963e-05,5.4967027867335044e-05,5.6864513626618196e-05,4.808777974827364e-05,4.21073323918823e-05,3.049271117179466e-05,1.995853210440821e-05,2.8699587391972963e-05,2.9001223003037774e-05,2.1084877419522045e-05,5.414838086563222e-07,2.5144350689067705e-06,-3.432508585052958e-06,3.321112274959462e-07,-1.0946514670598023e-06,4.988214245487088e-07,-2.694670676580148e-06,-1.1127425730814307e-05,-1.0718227297795885e-05,-1.3816031398804419e-05,-9.324978808108866e-06,1.8270833095246854e-07,-3.1367056776402596e-06,2.28666190145221,9.329080461535076,-10.422569891591827,0.9504410729395553,-1.9525841538396693,0.8849734742198276,-5.306302972850106,-20.902557132254792,-26.008209703122485,-40.906617186896405,-24.523563948216186,0.6339963493311009,-12.950044037409523
"POLYGON ((130.6308576370506 33.83292686424051, 130.5614944462122 33.71278629353367, 130.4227680645361 33.71278629353367, 130.3534048736979 33.83292686424051, 130.4227680645361 33.95306743494729, 130.5614944462122 33.95306743494729, 130.6308576370506 33.83292686424051))",3.142321775627647e-05,3.622372346667913e-05,3.805723432755217e-05,5.151330315920946e-05,7.089125975530415e-05,5.89749441930543e-05,5.0821652599380954e-05,6.091921319510014e-05,4.414641719177464e-05,4.203072209343523e-05,4.7133610519327846e-05,3.9492239797301117e-05,3.347591551989865e-05,3.6098473817680646e-05,3.831291701162552e-05,4.8367214086377443e-05,6.015045228581513e-05,5.178035188180841e-05,4.2756176278237065e-05,4.732678382462466e-05,4.069152040119209e-05,2.871424215783636e-05,4.132625244076294e-05,3.782843661435523e-05,2.7474148214089973e-05,2.0526977636221773e-06,-1.2524964899848475e-07,2.556826840733448e-07,-3.1460890728320163e-06,-1.074080746948902e-05,-7.194592311245894e-06,-8.065476321143889e-06,-1.3592429370475482e-05,-3.454896790582547e-06,-1.3316479935598874e-05,-5.807358078564908e-06,-1.6638031829458867e-06,-6.001767305808676e-06,6.532423826048723,-0.345766909118819,0.671837269815056,-6.107333212759749,-15.151102557019215,-12.199405034949109,-15.870157518730771,-22.31222082094906,-7.825995879969764,-31.682729375898045,-12.321055006349479,-4.212987643865138,-17.928612892576826
